"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","00703Bmash","00703C2mash","00703Dmash","0288E","101","1400E","1500E","284V","315-A","3549624","409-05","41V","5-1","55152","6119V5","6420B","75712","AMD","ATCC_14019","CMW7778B","DNF01149","DNF01162","FDAARGOS_568","GED7275B","GED7760B","GH015","GS_10234","GS_9838-1","GV37","HMP9231","JCP7275","JCP7276","JCP7659","JCP7672","JCP7719","JCP8017A","JCP8066","JCP8070","JCP8108","JCP8151A","JCP8151B","JCP8481A","JCP8522","KA00225","KA00735","N101","N144","N160","N165","N72","N95","NR010","NR038","NR039","PSS_7772B","UGent_06.41","UGent_09.07","UGent_09.48","UGent_18.01","UGent_21.28","UGent_25.49","UMB0032B","UMB0061","UMB0143","UMB0202","UMB0233","UMB0264","UMB0386","UMB0558","UMB0662","UMB0682","UMB0736","UMB0742","UMB0768","UMB0769","UMB0770","UMB0775","UMB0830","UMB0833","UMB0913","UMB1489","UMB1642","UMB1686","UMB1698","W11"
"clpC1","","ATP-dependent Clp protease ATP-binding subunit ClpC1","83","83","1","1","3050","1","3469","","2231","2708","2550","00703Bmash_00422","00703C2mash_00934","00703Dmash_00848","0288E_01119","101_00617","1400E_00963","1500E_00532","284V_00512","315-A_00200","3549624_00532","409-05_00695","41V_00807","5-1_00128","55152_00655","6119V5_00365","6420B_00698","75712_00974","AMD_00158","ATCC_14019_00656","CMW7778B_00204","DNF01149_00304","DNF01162_01159","FDAARGOS_568_00837","GED7275B_01147","GED7760B_00434","GH015_00398","GS_10234_00447","GS_9838-1_01070","GV37_00793","HMP9231_00870","JCP7275_00394","JCP7276_00041","JCP7659_00783","","JCP7719_00673","JCP8017A_00631","JCP8066_01072","JCP8070_00942","JCP8108_00346","JCP8151A_00199","JCP8151B_00572","JCP8481A_00422","","KA00225_00220","KA00735_00500","N101_00993","N144_00660","N160_00298","N165_00508","N72_00690","N95_00380","NR010_00192","NR038_00185","NR039_00003","PSS_7772B_00988","UGent_06.41_00516","UGent_09.07_00611","UGent_09.48_00673","UGent_18.01_00768","UGent_21.28_00759","UGent_25.49_00869","UMB0032B_00350","UMB0061_00350","UMB0143_00350","UMB0202_00816","UMB0233_00841","UMB0264_00691","UMB0386_00353","UMB0558_00782","UMB0662_00195","UMB0682_00455","UMB0736_00353","UMB0742_00482","UMB0768_00291","UMB0769_00715","UMB0770_00780","UMB0775_00739","UMB0830_00785","UMB0833_00052","UMB0913_00698","UMB1489_00678","UMB1642_00213","UMB1686_00433","UMB1698_01184","W11_00850"
"nucS","","Endonuclease NucS","83","83","1","1","4297","1","843","","641","920","759","00703Bmash_00608","00703C2mash_00088","00703Dmash_00238","0288E_00152","101_00935","1400E_00217","1500E_00016","284V_01093","315-A_01287","3549624_01016","409-05_00135","41V_00462","5-1_00455","55152_00185","6119V5_00514","6420B_00542","75712_00253","AMD_01115","ATCC_14019_00035","CMW7778B_00804","DNF01149_00876","DNF01162_00154","FDAARGOS_568_00178","GED7275B_00672","GED7760B_00773","GH015_00797","GS_10234_01037","GS_9838-1_00150","GV37_00158","HMP9231_01278","JCP7275_01079","JCP7276_00685","JCP7659_00979","JCP7672_01124","","JCP8017A_00756","JCP8066_00592","JCP8070_01183","JCP8108_00160","JCP8151A_00271","","JCP8481A_00825","JCP8522_01150","KA00225_01207","KA00735_00009","N101_00108","N144_01268","N160_01162","N165_00905","N72_01282","N95_00757","NR010_00649","NR038_01290","NR039_01343","PSS_7772B_00218","UGent_06.41_01151","UGent_09.07_01032","UGent_09.48_00144","UGent_18.01_00112","UGent_21.28_00110","UGent_25.49_00172","UMB0032B_01132","UMB0061_00769","UMB0143_00972","UMB0202_00294","UMB0233_00326","UMB0264_00153","UMB0386_01063","UMB0558_00113","UMB0662_00976","UMB0682_00814","UMB0736_01123","UMB0742_01011","UMB0768_01000","UMB0769_00150","UMB0770_00163","UMB0775_00169","UMB0830_00113","UMB0833_00558","UMB0913_00144","UMB1489_00145","UMB1642_00862","UMB1686_00949","UMB1698_00864","W11_00364"
"xseB","","Exodeoxyribonuclease 7 small subunit","83","83","1","1","555","1","459","","308","350","316","00703Bmash_00258","00703C2mash_00528","00703Dmash_00572","0288E_00473","101_00303","1400E_00775","1500E_00839","284V_00337","315-A_00858","3549624_00702","409-05_00411","41V_00979","5-1_00735","55152_00851","6119V5_00387","6420B_00192","75712_01150","AMD_00824","ATCC_14019_00474","CMW7778B_00912","DNF01149_00131","DNF01162_00878","FDAARGOS_568_00610","GED7275B_00271","GED7760B_01076","","GS_10234_00753","GS_9838-1_00794","GV37_00442","HMP9231_01044","JCP7275_01114","JCP7276_00523","JCP7659_00093","JCP7672_00345","JCP7719_00575","JCP8017A_00047","JCP8066_00703","JCP8070_01008","JCP8108_01302","JCP8151A_01104","JCP8151B_00355","","JCP8522_00822","KA00225_00852","KA00735_00684","N101_00751","N144_00945","N160_00034","N165_00685","N72_00992","N95_00138","NR010_00891","NR038_00382","NR039_01029","PSS_7772B_00664","UGent_06.41_00190","UGent_09.07_00816","UGent_09.48_00424","UGent_18.01_01002","UGent_21.28_01037","UGent_25.49_01045","UMB0032B_00176","UMB0061_00176","UMB0143_00178","UMB0202_00641","UMB0233_00666","UMB0264_00427","UMB0386_00177","UMB0558_01030","UMB0662_01009","UMB0682_01096","UMB0736_00177","UMB0742_00739","UMB0768_00115","UMB0769_00434","UMB0770_00606","UMB0775_00563","UMB0830_01036","UMB0833_01004","UMB0913_00430","UMB1489_00426","UMB1642_01150","UMB1686_00679","UMB1698_00575","W11_00654"
"group_1273","","hypothetical protein","83","83","1","1","3053","1","1417","","206","2204","2018","00703Bmash_00425","00703C2mash_00931","00703Dmash_01049","0288E_00955","101_00031","1400E_01317","1500E_00255","284V_00889","315-A_00464","3549624_00081","409-05_01010","41V_01201","5-1_01077","55152_00317","6119V5_01140","6420B_00889","75712_00752","AMD_00663","ATCC_14019_00873","CMW7778B_00335","DNF01149_00579","DNF01162_00485","FDAARGOS_568_01058","GED7275B_01144","GED7760B_00431","GH015_00185","GS_10234_00205","GS_9838-1_00676","GV37_01099","HMP9231_00671","JCP7275_00586","JCP7276_00306","JCP7659_00786","JCP7672_00556","JCP7719_00670","JCP8017A_00634","JCP8066_01069","JCP8070_00939","JCP8108_00436","JCP8151A_00196","JCP8151B_00575","JCP8481A_00120","JCP8522_00260","","KA00735_00364","N101_00996","N144_00657","N160_00498","N165_00267","N72_00418","N95_00383","","NR038_00725","NR039_00764","PSS_7772B_01101","UGent_06.41_00740","UGent_09.07_00381","UGent_09.48_00890","UGent_18.01_00765","UGent_21.28_00756","UGent_25.49_00645","UMB0032B_00585","UMB0061_01040","UMB0143_00553","UMB0202_01041","UMB0233_01067","UMB0264_00948","UMB0386_00574","UMB0558_00779","UMB0662_00422","UMB0682_00233","UMB0736_00632","UMB0742_00259","UMB0768_00526","UMB0769_00957","UMB0770_01093","UMB0775_01034","UMB0830_00782","UMB0833_00055","UMB0913_00920","UMB1489_00903","UMB1642_00493","UMB1686_00225","UMB1698_00208","W11_00853"
"lacR","","Lactose phosphotransferase system repressor","83","83","1","1","1404","1","1351","","191","992","820","00703Bmash_01003","00703C2mash_01047","00703Dmash_00488","0288E_00537","101_00215","1400E_01088","1500E_00932","284V_00274","315-A_00923","3549624_01386","409-05_00303","41V_01141","5-1_00628","55152_01307","6119V5_00045","6420B_00378","75712_01213","AMD_00941","ATCC_14019_00410","CMW7778B_00822","DNF01149_00068","DNF01162_00336","FDAARGOS_568_00547","GED7275B_00910","GED7760B_01047","GH015_01155","GS_10234_00864","GS_9838-1_00339","GV37_00332","HMP9231_01107","JCP7275_00452","JCP7276_00705","JCP7659_00586","JCP7672_01247","","JCP8017A_00296","JCP8066_00883","JCP8070_00342","JCP8108_00347","JCP8151A_01063","JCP8151B_00715","JCP8481A_00838","JCP8522_00453","KA00225_00695","KA00735_01156","N101_00347","N144_00225","N160_00728","N165_01254","N72_01101","N95_01207","NR010_00827","NR038_00584","","PSS_7772B_00686","UGent_06.41_00077","UGent_09.07_00753","UGent_09.48_00309","UGent_18.01_00345","UGent_21.28_00343","UGent_25.49_01108","UMB0032B_00113","UMB0061_00113","UMB0143_00115","UMB0202_00578","UMB0233_00603","UMB0264_00319","UMB0386_00114","UMB0558_00355","UMB0662_00681","UMB0682_00981","UMB0736_00114","UMB0742_00849","UMB0768_00052","UMB0769_00324","UMB0770_00543","UMB0775_00501","UMB0830_00358","UMB0833_00801","UMB0913_00308","UMB1489_00311","UMB1642_01042","UMB1686_00773","UMB1698_00685","W11_00122"
"mdtD","","Putative multidrug resistance protein MdtD","83","83","1","1","1402","1","1326","","368","1748","1627","00703Bmash_01002","00703C2mash_01048","00703Dmash_01114","0288E_00538","101_01150","1400E_01089","1500E_00445","284V_00273","315-A_00924","3549624_01384","409-05_00347","41V_01142","5-1_00672","55152_01306","6119V5_00751","6420B_00332","75712_01214","AMD_00895","ATCC_14019_00409","CMW7778B_00619","DNF01149_00067","DNF01162_00814","FDAARGOS_568_00546","GED7275B_00909","GED7760B_01046","GH015_01154","GS_10234_00820","GS_9838-1_00383","GV37_00376","HMP9231_01108","JCP7275_00774","JCP7276_00709","","JCP7672_00908","JCP7719_00963","JCP8017A_01322","","JCP8070_00343","JCP8108_01145","JCP8151A_01064","JCP8151B_00714","JCP8481A_01040","JCP8522_00452","KA00225_00809","KA00735_00126","N101_00346","N144_00224","N160_00584","N165_01253","N72_01057","N95_01208","NR010_01059","NR038_00582","NR039_01107","PSS_7772B_00022","UGent_06.41_00123","UGent_09.07_00752","UGent_09.48_00357","UGent_18.01_00344","UGent_21.28_00342","UGent_25.49_01109","UMB0032B_00112","UMB0061_00112","UMB0143_00114","UMB0202_00577","UMB0233_00602","UMB0264_00363","UMB0386_00113","UMB0558_00354","UMB0662_00636","UMB0682_01027","UMB0736_00113","UMB0742_00805","UMB0768_00051","UMB0769_00368","UMB0770_00542","UMB0775_00500","UMB0830_00357","UMB0833_00800","UMB0913_00353","UMB1489_00356","UMB1642_01086","UMB1686_00123","UMB1698_00641","W11_00123"
"aqpZ","","Aquaporin Z","83","83","1","1","3389","116","1","","938","995","969","00703Bmash_00455","00703C2mash_00901","00703Dmash_00911","0288E_00985","101_00681","1400E_01287","1500E_00542","284V_00919","315-A_00494","3549624_00050","409-05_00802","41V_01170","5-1_00928","55152_00285","6119V5_01000","6420B_00774","75712_00782","AMD_00354","ATCC_14019_00843","","DNF01149_00609","DNF01162_00624","FDAARGOS_568_01028","GED7275B_01114","GED7760B_00401","GH015_00215","GS_10234_00350","GS_9838-1_00529","GV37_00954","HMP9231_00701","JCP7275_00616","JCP7276_00336","JCP7659_00816","JCP7672_00526","JCP7719_00640","JCP8017A_00664","JCP8066_01039","JCP8070_00909","JCP8108_00080","JCP8151A_00166","JCP8151B_00605","JCP8481A_00872","JCP8522_00290","KA00225_01151","","N101_01026","N144_00627","N160_00359","N165_00297","N72_00557","N95_00413","NR010_00264","NR038_00694","NR039_00798","PSS_7772B_00830","UGent_06.41_00595","UGent_09.07_00411","UGent_09.48_00747","UGent_18.01_00735","UGent_21.28_00726","UGent_25.49_00675","UMB0032B_00555","UMB0061_01010","UMB0143_00523","UMB0202_01011","UMB0233_01037","UMB0264_00805","UMB0386_00544","UMB0558_00749","UMB0662_00279","UMB0682_00376","UMB0736_00602","UMB0742_00403","UMB0768_00496","UMB0769_00809","UMB0770_01123","UMB0775_01064","UMB0830_00752","UMB0833_00085","UMB0913_00777","UMB1489_00760","UMB1642_00354","UMB1686_00363","UMB1698_00362","W11_00883"
"dinF","","DNA damage-inducible protein F","83","83","1","1","4390","27","5","","1181","1508","1374","00703Bmash_00623","00703C2mash_00102","00703Dmash_00181","0288E_00213","101_00880","1400E_00164","1500E_00076","284V_01031","315-A_01159","3549624_01077","409-05_00075","41V_00517","5-1_00398","55152_00129","6119V5_00577","6420B_00802","75712_00199","AMD_01168","ATCC_14019_00092","","DNF01149_00816","DNF01162_00096","FDAARGOS_568_00234","GED7275B_00660","GED7760B_00764","GH015_00856","GS_10234_01095","GS_9838-1_00095","GV37_00100","HMP9231_01337","JCP7275_00277","JCP7276_01132","JCP7659_00285","JCP7672_00933","JCP7719_00343","JCP8017A_00147","JCP8066_00322","JCP8070_00440","JCP8108_01194","JCP8151A_00289","JCP8151B_00736","JCP8481A_00599","JCP8522_00982","KA00225_00469","","N101_00098","N144_01258","N160_01105","N165_00958","N72_01338","N95_00780","NR010_00972","NR038_01352","NR039_01290","PSS_7772B_00161","UGent_06.41_01099","UGent_09.07_00976","UGent_09.48_00092","UGent_18.01_00099","UGent_21.28_00097","UGent_25.49_00111","UMB0032B_01187","UMB0061_00825","UMB0143_00912","UMB0202_00350","UMB0233_00382","UMB0264_00097","UMB0386_01123","UMB0558_00097","UMB0662_00924","UMB0682_00762","UMB0736_01183","UMB0742_01063","UMB0768_01060","UMB0769_00094","UMB0770_00107","UMB0775_00110","UMB0830_00097","UMB0833_00543","UMB0913_00092","UMB1489_00093","UMB1642_00803","UMB1686_01009","UMB1698_00919","W11_00377"
"group_1577","","hypothetical protein","83","83","1","1","4622","1","849","","605","614","611","00703Bmash_00746","00703C2mash_01015","00703Dmash_00452","0288E_01201","101_01052","1400E_00505","1500E_01091","284V_00585","315-A_00268","3549624_01311","409-05_01268","41V_01300","5-1_01324","55152_01225","6119V5_00892","6420B_00020","75712_00031","AMD_01236","ATCC_14019_00238","","DNF01149_01197","DNF01162_01220","FDAARGOS_568_00380","GED7275B_00531","GED7760B_00072","GH015_01036","GS_10234_01217","GS_9838-1_01206","GV37_01409","HMP9231_00111","JCP7275_00769","JCP7276_00947","JCP7659_00566","JCP7672_00652","JCP7719_01124","JCP8017A_00544","JCP8066_00007","JCP8070_00800","JCP8108_00865","JCP8151A_00774","JCP8151B_01048","JCP8481A_00227","JCP8522_00421","KA00225_01215","","N101_01194","N144_01134","N160_00984","N165_01093","N72_00116","N95_01150","NR010_01229","NR038_01108","NR039_00316","PSS_7772B_00602","UGent_06.41_00984","UGent_09.07_01175","UGent_09.48_01104","UGent_18.01_01157","UGent_21.28_01223","UGent_25.49_01248","UMB0032B_01353","UMB0061_01241","UMB0143_01222","UMB0202_01228","UMB0233_01266","UMB0264_01170","UMB0386_01290","UMB0558_01217","UMB0662_01122","UMB0682_01171","UMB0736_01344","UMB0742_00019","UMB0768_01288","UMB0769_01193","UMB0770_01245","UMB0775_01337","UMB0830_01226","UMB0833_01265","UMB0913_01158","UMB1489_01141","UMB1642_01289","UMB1686_01122","UMB1698_01229","W11_01189"
"ulaA","","Ascorbate-specific PTS system EIIC component","83","83","1","1","2811","1","2667","","689","1421","1372","00703Bmash_00390","00703C2mash_00966","00703Dmash_00754","0288E_00941","101_00532","1400E_01331","","284V_00875","315-A_00450","3549624_00098","409-05_00605","41V_01215","5-1_00033","55152_00331","6119V5_00270","6420B_00610","75712_00738","AMD_00244","ATCC_14019_00888","CMW7778B_00353","DNF01149_00565","DNF01162_01068","FDAARGOS_568_01072","GED7275B_01179","GED7760B_00475","GH015_00171","GS_10234_00537","GS_9838-1_00979","GV37_00704","HMP9231_00657","JCP7275_00572","JCP7276_00292","JCP7659_00751","JCP7672_00705","JCP7719_00705","JCP8017A_00599","JCP8066_00484","JCP8070_00672","JCP8108_00450","JCP8151A_01080","JCP8151B_00958","JCP8481A_00173","JCP8522_00131","KA00225_01102","KA00735_00346","N101_00961","N144_00692","N160_00203","N165_00253","N72_00780","N95_00348","","NR038_00742","NR039_00749","PSS_7772B_00535","UGent_06.41_00423","UGent_09.07_00367","UGent_09.48_00584","UGent_18.01_00803","UGent_21.28_00792","UGent_25.49_00631","UMB0032B_00599","UMB0061_01054","UMB0143_00568","UMB0202_01055","UMB0233_01081","UMB0264_00601","UMB0386_00588","UMB0558_00814","UMB0662_00107","UMB0682_00543","UMB0736_00647","UMB0742_00569","UMB0768_00540","UMB0769_00625","UMB0770_01079","UMB0775_01020","UMB0830_00817","UMB0833_00020","UMB0913_00596","UMB1489_00587","UMB1642_00121","UMB1686_00521","UMB1698_01094","W11_00818"
"purC","","Phosphoribosylaminoimidazole-succinocarboxamide synthase","83","83","1","1","3060","58","2","","533","794","779","00703Bmash_00430","00703C2mash_00926","00703Dmash_01044","0288E_00960","101_00026","1400E_01312","1500E_00260","284V_00894","315-A_00469","","409-05_01005","41V_01196","5-1_01072","55152_00312","6119V5_01135","6420B_00884","75712_00757","AMD_00668","ATCC_14019_00868","CMW7778B_00330","DNF01149_00584","DNF01162_00490","FDAARGOS_568_01053","GED7275B_01139","GED7760B_00426","GH015_00190","GS_10234_00210","GS_9838-1_00671","GV37_01094","HMP9231_00676","JCP7275_00591","JCP7276_00311","JCP7659_00791","JCP7672_00551","JCP7719_00665","JCP8017A_00639","JCP8066_01064","JCP8070_00934","JCP8108_00431","JCP8151A_00191","JCP8151B_00580","JCP8481A_00115","JCP8522_00265","","KA00735_00369","N101_01001","N144_00652","N160_00493","N165_00272","N72_00423","N95_00388","NR010_00400","NR038_00720","NR039_00769","PSS_7772B_01096","UGent_06.41_00735","UGent_09.07_00386","UGent_09.48_00885","UGent_18.01_00760","UGent_21.28_00751","UGent_25.49_00650","UMB0032B_00580","UMB0061_01035","UMB0143_00548","UMB0202_01036","UMB0233_01062","UMB0264_00943","UMB0386_00569","UMB0558_00774","UMB0662_00417","UMB0682_00238","UMB0736_00627","UMB0742_00264","UMB0768_00521","UMB0769_00952","UMB0770_01098","UMB0775_01039","UMB0830_00777","UMB0833_00060","UMB0913_00915","UMB1489_00898","UMB1642_00488","UMB1686_00230","UMB1698_00213","W11_00858"
"metQ","","Methionine-binding lipoprotein MetQ","83","83","1","1","2992","30","4","","833","848","842","00703Bmash_01199","00703C2mash_00231","00703Dmash_00959","0288E_01149","101_00729","1400E_00933","1500E_00344","284V_00482","315-A_00230","3549624_00562","409-05_00864","41V_00776","5-1_00985","55152_00685","6119V5_01051","6420B_00115","75712_01004","AMD_00499","ATCC_14019_00625","CMW7778B_00464","DNF01149_00274","DNF01162_00573","FDAARGOS_568_00807","GED7275B_00922","GED7760B_00030","GH015_00428","GS_10234_00299","GS_9838-1_00587","GV37_01005","HMP9231_00900","JCP7275_00424","JCP7276_00011","JCP7659_01026","JCP7672_00317","JCP7719_00067","JCP8017A_00490","JCP8066_01149","JCP8070_00260","JCP8108_00316","JCP8151A_00748","JCP8151B_00103","JCP8481A_00722","JCP8522_00179","KA00225_00138","KA00735_00577","N101_00551","","N160_00413","N165_00537","N72_00506","N95_01065","NR010_00316","","NR039_00038","PSS_7772B_00357","UGent_06.41_00644","UGent_09.07_01337","UGent_09.48_00796","UGent_18.01_00557","UGent_21.28_00539","UGent_25.49_00899","UMB0032B_00320","UMB0061_00320","UMB0143_00320","UMB0202_00786","UMB0233_00811","UMB0264_00856","UMB0386_00323","UMB0558_00562","UMB0662_00328","UMB0682_00327","UMB0736_00323","UMB0742_00354","UMB0768_00261","UMB0769_00866","UMB0770_00750","UMB0775_00709","UMB0830_00560","UMB0833_00279","UMB0913_00826","UMB1489_00809","UMB1642_00405","UMB1686_00310","UMB1698_00304","W11_01078"
"araQ_2","","L-arabinose transport system permease protein AraQ","83","83","1","1","4621","1","850","","833","833","833","00703Bmash_00745","00703C2mash_01014","00703Dmash_00453","0288E_01200","101_01051","1400E_00506","1500E_01092","284V_00584","315-A_00267","3549624_01312","409-05_01269","41V_01301","5-1_01325","55152_01224","6119V5_00891","6420B_00019","75712_00030","AMD_01237","ATCC_14019_00237","","DNF01149_01198","DNF01162_01219","FDAARGOS_568_00379","GED7275B_00530","GED7760B_00073","GH015_01035","GS_10234_01216","GS_9838-1_01205","GV37_01410","HMP9231_00110","JCP7275_00768","JCP7276_00946","JCP7659_00567","JCP7672_00651","JCP7719_01123","JCP8017A_00545","JCP8066_00008","JCP8070_00799","JCP8108_00866","JCP8151A_00775","JCP8151B_01047","JCP8481A_00226","JCP8522_00422","KA00225_01214","","N101_01195","N144_01135","N160_00985","N165_01092","N72_00115","N95_01149","NR010_01230","NR038_01109","NR039_00315","PSS_7772B_00603","UGent_06.41_00985","UGent_09.07_01176","UGent_09.48_01103","UGent_18.01_01156","UGent_21.28_01224","UGent_25.49_01247","UMB0032B_01354","UMB0061_01242","UMB0143_01223","UMB0202_01229","UMB0233_01267","UMB0264_01169","UMB0386_01291","UMB0558_01218","UMB0662_01123","UMB0682_01170","UMB0736_01345","UMB0742_00018","UMB0768_01289","UMB0769_01192","UMB0770_01246","UMB0775_01336","UMB0830_01227","UMB0833_01266","UMB0913_01159","UMB1489_01142","UMB1642_01290","UMB1686_01121","UMB1698_01228","W11_01188"
"group_1817","","hypothetical protein","83","83","1","1","4364","1","65","","1235","1340","1338","00703Bmash_00799","00703C2mash_00051","00703Dmash_00201","0288E_00188","101_00898","1400E_00181","1500E_00053","284V_01057","","3549624_01052","409-05_00098","41V_00498","5-1_00418","55152_00149","6119V5_00551","6420B_00789","75712_00216","AMD_01155","ATCC_14019_00072","CMW7778B_01070","DNF01149_00840","DNF01162_00117","FDAARGOS_568_00214","GED7275B_00708","GED7760B_00808","GH015_00832","GS_10234_01074","GS_9838-1_00113","GV37_00121","HMP9231_01314","JCP7275_01226","JCP7276_00471","JCP7659_01158","JCP7672_01088","JCP7719_01203","JCP8017A_00159","JCP8066_00441","JCP8070_00174","JCP8108_00287","JCP8151A_01242","JCP8151B_00885","","JCP8522_00028","KA00225_00489","KA00735_00940","N101_00144","N144_00019","N160_01125","N165_00940","N72_01319","N95_00720","NR010_00612","NR038_01329","NR039_01309","PSS_7772B_00181","UGent_06.41_01112","UGent_09.07_00996","UGent_09.48_00105","UGent_18.01_00147","UGent_21.28_00145","UGent_25.49_00136","UMB0032B_01168","UMB0061_00805","UMB0143_00936","UMB0202_00329","UMB0233_00362","UMB0264_00116","UMB0386_01099","UMB0558_00148","UMB0662_00937","UMB0682_00775","UMB0736_01159","UMB0742_01050","UMB0768_01036","UMB0769_00113","UMB0770_00127","UMB0775_00133","UMB0830_00149","UMB0833_00594","UMB0913_00105","UMB1489_00106","UMB1642_00825","UMB1686_00986","UMB1698_00901","W11_00329"
"group_1837","","Putative peptide transport permease protein","83","83","1","1","4735","1","1479","","779","989","954","00703Bmash_01237","00703C2mash_00019","00703Dmash_00412","0288E_01242","101_01093","1400E_00465","1500E_01050","284V_00536","315-A_00303","3549624_01363","409-05_01225","41V_00583","5-1_01284","55152_01264","6119V5_00931","6420B_00063","75712_00071","AMD_01197","","CMW7778B_00785","DNF01149_01155","DNF01162_01259","FDAARGOS_568_00419","GED7275B_00064","GED7760B_01024","GH015_00994","GS_10234_01260","GS_9838-1_01245","GV37_01370","HMP9231_01235","JCP7275_00367","JCP7276_00862","JCP7659_01116","JCP7672_00971","JCP7719_00985","JCP8017A_00869","JCP8066_00554","JCP8070_00714","JCP8108_00852","JCP8151A_01047","JCP8151B_00853","JCP8481A_00138","JCP8522_00925","KA00225_01184","KA00735_00067","N101_01156","N144_01097","N160_00945","N165_01132","N72_00155","N95_01188","NR010_00926","NR038_01056","","PSS_7772B_01109","UGent_06.41_00941","UGent_09.07_01134","UGent_09.48_01147","UGent_18.01_01193","UGent_21.28_01186","UGent_25.49_01287","UMB0032B_01313","UMB0061_01204","UMB0143_01278","UMB0202_01271","UMB0233_01231","UMB0264_01209","UMB0386_01249","UMB0558_01179","UMB0662_01079","UMB0682_01214","UMB0736_01303","UMB0742_00062","UMB0768_01249","UMB0769_01236","UMB0770_01206","UMB0775_01377","UMB0830_01187","UMB0833_01227","UMB0913_01115","UMB1489_01098","UMB1642_01250","UMB1686_01161","UMB1698_01268","W11_01228"
